Ensembl Gene ID	Gene ID	
ENSG00000197894	128	
ENSG00000197969	23230	
ENSG00000198088	54830	
ENSG00000198156	728741	
ENSG00000198246	55315	
ENSG00000198354	340578	
ENSG00000198408	10724	
ENSG00000198680	286319	
ENSG00000198681	4100	
ENSG00000198689	10479	
ENSG00000198730	9646	
ENSG00000198732	64093	
ENSG00000198798	4114	
ENSG00000198876	25853	
ENSG00000198883	114824	
ENSG00000198889	139170	
ENSG00000198933	9755	
ENSG00000198934	57692	
ENSG00000198948	101928198; 9848	
ENSG00000203784	149018	
ENSG00000203795	118670	
ENSG00000203942	414157	
ENSG00000203965	84455	
ENSG00000203989	727940	
ENSG00000204103	9935	
ENSG00000204104	26146	
ENSG00000204175	9721	
ENSG00000204179	26095	
ENSG00000204209	1616; 113523636	
ENSG00000204256	6046	
ENSG00000204296	10665	
ENSG00000204315	63943	
ENSG00000204348	1797	
ENSG00000204390	3305	
ENSG00000204463	7917	
ENSG00000204469	7916	
ENSG00000204856	29902	
ENSG00000204930	392307	
ENSG00000205108	259308	
ENSG00000205238	441273	
ENSG00000205268	5150	
ENSG00000205359	133482	
ENSG00000205517	57139	
ENSG00000205531	4676	
ENSG00000205560	1375	
ENSG00000205629	51451	
ENSG00000205642	425054	
ENSG00000205683	8110	
ENSG00000205777	2543	
ENSG00000205808	403313	
ENSG00000205838	153657	
ENSG00000205916	57135	
ENSG00000205944	57055	
ENSG00000206549	-	
ENSG00000211460	7247	
ENSG00000212122	83942	
ENSG00000212123	163154	
ENSG00000213066	11116	
ENSG00000213185	196792	
ENSG00000213424	125113	
ENSG00000213463	55333	
ENSG00000213638	113179	
ENSG00000213689	11277	
ENSG00000213714	388799	
ENSG00000213995	55739	
ENSG00000214107	4112	
ENSG00000214300	441272	
ENSG00000214753	221092	
ENSG00000214756	751071	
ENSG00000215029	100996648	
ENSG00000215186	55889	
ENSG00000215252	440270	
ENSG00000215269	2579; 645073; 26748; 2576; 2578	
ENSG00000215271	57594	
ENSG00000215274	102724473	
ENSG00000215695	6248	
ENSG00000216649	729431	
ENSG00000221838	9179	
ENSG00000221900	285877	
ENSG00000224659	729396	
ENSG00000224902	729442	
ENSG00000226941	378951	
ENSG00000227488	100132399	
ENSG00000228836	441521	
ENSG00000228927	728137	
ENSG00000229314	5004	
ENSG00000229549	728403	
ENSG00000230358	442572	
ENSG00000231256	284067	
ENSG00000233803	728395	
ENSG00000234414	5940	
ENSG00000234719	729978	
ENSG00000235034	342918	
ENSG00000235169	388588	
ENSG00000235750	9674	
ENSG00000236362	26748; 2576; 100008586; 2574; 2578; 2579	
ENSG00000236424	100289087	
ENSG00000236444	171222	
ENSG00000237353	399968	
ENSG00000237649	3833	
ENSG00000237671	729422	
ENSG00000238074	-	
ENSG00000238083	474170	
ENSG00000239961	23547	
ENSG00000241476	6757	
ENSG00000242389	378950	
ENSG00000242875	378948	
ENSG00000244395	378949	
ENSG00000244414	3078	
ENSG00000244588	642636	
ENSG00000248483	134187	
ENSG00000249481	221409	
ENSG00000250423	57481	
ENSG00000250799	58510	
ENSG00000253797	9724	
ENSG00000254636	387715	
ENSG00000256269	3145	
ENSG00000258484	246777	
ENSG00000258644	100529257	
ENSG00000258947	10381	
ENSG00000258992	7258	
ENSG00000259120	100130933	
ENSG00000260097	729597	
ENSG00000260287	101060321	
ENSG00000260456	100506581	
ENSG00000261587	340393	
ENSG00000265590	110091775	
ENSG00000265972	10628	
ENSG00000266967	80755	
ENSG00000268009	6759	
ENSG00000268447	727837	
ENSG00000268651	246100	
ENSG00000268940	541466	
ENSG00000269058	125972	
ENSG00000269096	441519	
ENSG00000269586	102723631	
ENSG00000269791	548313	
ENSG00000269897	100532731	
ENSG00000269955	100996928	
ENSG00000270946	102723680	
ENSG00000271449	728911	
ENSG00000273513	101060351; 102723859	
ENSG00000273604	100170841	
ENSG00000273696	101060211	
ENSG00000273899	79159	
ENSG00000274226	729877	
ENSG00000274274	645051	
ENSG00000274391	7179	
ENSG00000274419	101060389	
ENSG00000274512	101060376; 729873	
ENSG00000274600	440804	
ENSG00000274611	729873	
ENSG00000274808	101060321; 414059	
ENSG00000274933	102724862	
ENSG00000275113	729428	
ENSG00000275722	57151	
ENSG00000275740	-	
ENSG00000275793	85376	
ENSG00000278085	102723737	
ENSG00000278195	6753	
ENSG00000278289	541465	
ENSG00000278299	414060	
ENSG00000278311	79893	
ENSG00000278599	102723859	
ENSG00000283632	90332	
ENSG00000283706	29122	
ENSG00000284862	339829	
ENSG00000286228	-	
